"PID","cond","antiest","ampride","trustgov","demsatis","radchange","distrust","discontent","top_value_char","response","exclude","val_1","val_2","val_3","val_4","val_5","antiest_1","antiest_2","antiest_3","antiest_4R","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","GENDER","AGE","RACETHNICITY","EDUC5","INCOME","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","STATE","RELIG","EMPLOY","REGION4","REGION9","STARTDT"
5375,"kept",4,4,4,4,4,4,4,"life, liberty, and the pursuit of happiness","I do believe everyone has an equal chance to live a happy life and create their own version of success",0,"Freedom","The Right to bear arms","freedom of speech","life, liberty, and the pursuit of happiness","all man is created equal",4,4,4,4,"vote","trump",NA,6,5,4,"female",25,"hisp","some coll","$15,000 to $19,999","antiest","trustgov","ampride","demsatis","radchange","CO",1,1,4,8,"11/26/2024 15:26"
5376,"kept",4.75,3,3,3,6,5,5.25,"Commitment","By Following through on what is promised by the individual in charge. Not going back on what was promised.",0,"Honor","Courage","Commitment","Teamwork","Surviving",4,5,5,5,"no vote",NA,NA,6,5,3,"female",34,"white/non-hisp","HS","$30,000 to $34,999","radchange","ampride","antiest","trustgov","demsatis","NY",11,6,1,2,"11/24/2024 12:56"
5382,"kept",5,5,4,4,4,4,4.33333333333333,"Liberty","Freedom from oppression or restrictive controls imposed by one's government, specifically against your own life and behaviors. Despite political flaws, still a core tenant of being an American.",0,"Liberty","Freedom","Pursuit of Happiness","Equality","Protection",5,6,5,4,"vote","other","Chase Oliver",5,4,3,"male",46,"white/non-hisp","bachelors","$85,000 to $99,999","trustgov","demsatis","ampride","antiest","radchange","MO",11,1,2,4,"11/20/2024 4:39"
5383,"kept",5,4,1,1,7,7,6.33333333333333,"Heroic","Moral leadership and killing the bad guys. It claims to stand for what’s right even if it doesn’t. And that’s better than most",0,"Heroic","Based","Superior","China","Cucked",3,3,7,7,"vote","trump",NA,7,5,4,"female",26,"white/non-hisp","some coll","$150,000 to $174,999","antiest","radchange","demsatis","ampride","trustgov","MO",11,7,2,4,"11/29/2024 14:59"
5387,"brkn",5.5,3,3,4,7,5,5.83333333333333,"Rights","They voted for a criminal to be President. I just feel like the US is going to go the wrong direction with Trump being President I feel like other countries are looking at the United States as a joke",0,"Rights","Racism","Economy’s","Life","Money",7,7,7,1,"vote","harris",NA,2,1,3,"female",50,"black/non-hisp","some coll","$60,000 to $74,999","radchange","demsatis","antiest","trustgov","ampride","AR",1,1,3,7,"11/30/2024 14:49"
5392,"ctrl",6.25,4,2,1,7,6,6.41666666666667,"Honor","Honor is to stand true to your words and to honor all the constitutions of the United States of America ????",0,"Honor","Value","True","Equal","Independent",5,7,7,6,"no vote",NA,NA,2,1,4,"male",57,"white/non-hisp","HS","$10,000 to $14,999","antiest","trustgov","ampride","demsatis","radchange","MA",2,6,1,1,"11/19/2024 19:11"
5398,"ctrl",4,3,4,4,4,4,4,"Diversity","Involving a variety of people with different cultures, backgrounds or ethnicity or all together. Genders of all types",0,"Equality","Diversity","Unity","Liberty","Individualism",4,4,4,4,"vote","trump",NA,4,3,3,"male",32,"hisp","some coll","$25,000 to $29,999","ampride","radchange","antiest","trustgov","demsatis","CA",2,1,4,9,"11/29/2024 15:42"
5399,"brkn",3.5,5,4,7,2,4,3.16666666666667,"Protection of citizens","Crime continues to rise at disproportionate rates between upper and lower class neighborhoods. Some citizens do not feel safe talking to authorities.",0,"Equality","Justice","Opportunity","Religious freedom","Protection of citizens",6,3,2,3,"vote","harris",NA,1,1,3,"male",59,"black/non-hisp","some coll","$125,000 to $149,999","trustgov","ampride","radchange","antiest","demsatis","LA",1,5,3,7,"11/19/2024 21:08"
5401,"ctrl",4,4,3,3,4,5,4.33333333333333,"Freedom","Freedom is the ability to do what one wants. The chance to be free of any control and watchfulness. Freedom is the chance to get to choose whatever we want to do because it’s our choose and no one else’s",0,"Freedom","Independence","Braveness","Perseverance","Hope",4,4,4,4,"no vote",NA,NA,4,3,3,"male",22,"hisp","HS","$10,000 to $14,999","demsatis","trustgov","radchange","antiest","ampride","CA",5,1,4,9,"11/21/2024 18:11"
5409,"ctrl",3.5,5,4,4,5,4,4.16666666666667,"Love","Give to someone before i give to myself. Caring for someone without judgment. To protect someone no matter what.",0,"Honor","Honesty","Love","Moral","Listening",4,3,4,3,"no vote",NA,NA,4,3,3,"female",39,"black/non-hisp","some coll","$60,000 to $74,999","trustgov","radchange","ampride","antiest","demsatis","IL",1,1,2,3,"11/19/2024 17:04"
5412,"brkn",4.5,3,3,5,2,5,3.83333333333333,"Freedom","Police and government dishonesty. Police need to have higher or stronger standards before arresting someone. Although for immediate safety, I could see and arrest. But a wrongful conviction TAKES THE CAKE",0,"Freedom","Safety","Strength","Honesty","Evolving",5,5,5,3,"vote","trump",NA,6,5,4,"female",30,"white/non-hisp","bachelors","$85,000 to $99,999","trustgov","ampride","radchange","antiest","demsatis","VA",1,1,3,5,"11/19/2024 18:32"
5414,"kept",5.75,5,2,1,6,6,5.91666666666667,"trust","the system sucks and dont represents all the people. i really dont know how to answer this. there is no trust in the government from the people",0,"protect","serve","trust","the people","freedom",7,4,5,7,"vote",NA,NA,4,3,2,"female",34,"black/non-hisp","some coll","$85,000 to $99,999","demsatis","radchange","trustgov","antiest","ampride","NY",11,1,1,2,"11/23/2024 14:29"
5418,"brkn",7,2,1,4,6,7,6.66666666666667,"free","by voting the devil in office. and letting bad people in  high places ain't you sick of it i know i am",0,"free","honest","virtue","helping","generous",7,7,7,7,"vote","other","a write in",4,3,3,"male",48,"black/non-hisp","some coll","$50,000 to $59,999","radchange","trustgov","antiest","demsatis","ampride","IN",12,1,2,3,"11/21/2024 14:38"
5428,"brkn",6,3,2,2,6,6,6,"freedom","Freedom of speech and individuality. Freedom to live without persecution or threat to life. Freedom to access opportunities to pursue a good life.",0,"fairness","liberty","democracy","freedom","life",7,7,7,3,"vote","harris",NA,2,1,1,"female",52,"black/non-hisp","masters","$200,000 or more","demsatis","trustgov","radchange","antiest","ampride","CA",1,1,4,9,"11/20/2024 14:46"
5431,"kept",5.5,4,2,1,6,6,5.83333333333333,"Honesty","Mainly its not. broken promises, election fraud. non elected officials in power. no following the rule of law.",0,"Honesty","Integrity","Perservence","Maturity","Equality",1,7,7,7,"vote","trump",NA,7,5,5,"male",73,"white/non-hisp","some coll","$50,000 to $59,999","radchange","trustgov","antiest","demsatis","ampride","SC",1,5,3,5,"11/19/2024 19:47"
5434,"kept",3.5,5,4,4,3,4,3.5,"Liberty","Freedom of speech 
Freedom to vote 
Freedom from arbitrary and unreasonable restraint upon an individual",0,"Liberty","Freedom of expression","Pursuit of happiness","Unity","Equality",4,4,3,3,"vote","trump",NA,7,5,4,"female",60,"white/non-hisp","some coll","$10,000 to $14,999","demsatis","radchange","trustgov","ampride","antiest","FL",12,5,3,5,"11/19/2024 18:02"
5448,"kept",5.5,2,1,1,7,7,6.5,"Pursuit of happiness","It's not living up to it's potential. The govt. Stirs up hatred and racism to put us against each other while raising taxes.",0,"Freedom of speech","Freedom to bear arms","Pursuit of happiness","Melting pot","Justice",7,5,3,7,"vote","trump",NA,6,5,3,"male",18,"white/non-hisp","less HS","$50,000 to $59,999","trustgov","antiest","demsatis","radchange","ampride","KY",12,1,3,6,"11/19/2024 18:20"
5467,"kept",6.25,2,1,3,4,7,5.75,"Freedom of Speech","You get to say whatever you want in public and are able to hold your own values and talk about them freely for the most part.",0,"Freedom of Speech","Right to own property","Right to bear arms","Owning Businesses","Getting to vote",5,7,7,6,"vote","other","Jill Stien",4,3,3,"female",32,"hisp","some coll","$60,000 to $74,999","antiest","radchange","ampride","demsatis","trustgov","CA",12,7,4,9,"11/19/2024 18:36"
5481,"brkn",3.75,5,5,2,3,3,3.25,"Love of country","There are too many people who don’t honor our flag, our country principles and everything our military has fought for. When I was young there was more respect for our country and its leaders.  Protests are all too common and violence is part of that.  Young people don’t go in the military like they used to. The respect is not there. It also seems like we don’t get candidates for positions that we did in the past.",0,"Faith","Honor","Love of country","Family","Honor",2,5,6,2,"vote","trump",NA,7,5,5,"female",81,"white/non-hisp","some coll","$125,000 to $149,999","trustgov","demsatis","ampride","antiest","radchange","WV",1,5,3,5,"11/19/2024 18:51"
5484,"brkn",6.5,4,1,2,6,7,6.5,"Limited Government","The unrestrained growth of government is a burden on Americans freedom. Congressional members serving decades leads to those members forgetting they work for the citizen, not the public.  The bureaucratic regulatory state operates as an undeclared 4th branch of government seizing power in the agencies for their own use.",0,"Freedom of Speech","Limited Government","Religious Freedom","Keep & Bear Arms","Right to property",5,7,7,7,"vote","trump",NA,5,4,5,"male",62,"other/non-hisp","bachelors","$125,000 to $149,999","demsatis","antiest","ampride","trustgov","radchange","MI",3,1,2,3,"11/19/2024 21:34"
5496,"ctrl",6.25,2,1,1,7,7,6.75,"Freedom","The right to live anywhere you want..The right to go as you please...The right to a fair trail.Anf freedom of speech",0,"Freedom","Voice of speech","Land of the free","The right to speak","The land of the proud",4,7,7,7,"vote","harris",NA,2,1,3,"female",66,"black/non-hisp","HS","$20,000 to $24,999","antiest","radchange","demsatis","trustgov","ampride","TN",1,1,3,6,"11/24/2024 22:58"
5497,"kept",2.75,5,7,6,1,1,1.58333333333333,"Ability to pursue aspirations","We can pursue our passions and turn those into income that influences our lifestyle.  Our aspirations are limitless if we work hard, become educated, and practice moderation.",0,"Freedom of speech","Freedom of religion","Right to bear arms","Ability to pursue aspirations","Right to choose our leaders",6,2,2,1,"vote","trump",NA,6,5,3,"female",61,"white/non-hisp","masters","$200,000 or more","ampride","trustgov","demsatis","radchange","antiest","NE",2,1,2,4,"11/22/2024 7:14"
5500,"ctrl",5.25,4,2,3,7,6,6.08333333333333,"Free speech","The right to voice your opinion in any venue and be allowed to state it without interference from opponents. Colleges today are the exact opposite of this.",0,"Religious freedom","Political choice freedom","Law and order","Free speech","Right to guns",3,7,4,7,"vote","trump",NA,4,3,3,"female",76,"white/non-hisp","some coll","$85,000 to $99,999","ampride","radchange","demsatis","antiest","trustgov","TX",11,5,3,7,"11/19/2024 17:45"
5503,"ctrl",5.5,1,2,1,5,6,5.5,"Personal freedom","Freedom to do what I want, as long as I’m not harming others. To me this means career, religion (or lack thereof), autonomy over my body, marry who I want. The government should not be dictating values.",0,"Personal freedom","Representation","Freedom of speech","Opportunity","Religious freedom",7,6,4,5,"vote","harris",NA,1,1,1,"female",55,"white/non-hisp","bachelors","$100,000 to $124,999","antiest","demsatis","radchange","trustgov","ampride","SC",9,1,3,5,"11/23/2024 8:26"
5507,"ctrl",5.25,5,NA,7,3,NA,4.125,"In God we trust","The belief that Jesus Christ was sent by his father our God whom we should lay everything on and trust that he will guide us to be our best and that has has only the best for us.",0,"In God we trust","Equality for all","Truth","Justice","Freedom to bear arms",2,7,6,6,"vote","trump",NA,5,4,3,"female",75,"white/non-hisp","HS","$5,000 to $9,999","ampride","antiest","radchange","trustgov","demsatis","AL",11,5,3,6,"11/20/2024 5:38"
5509,"ctrl",5.5,3,4,3,5,4,4.83333333333333,"Freedom of speech","The freedom of speech is the right to voice how you feel, or your opinions. Whenever you want to say. Besides inciting hate.",0,"Freedom of speech","Right to bear arms","Pursuit of happiness","Each man treated equally","Right to travel",5,6,6,5,"vote","trump",NA,5,4,4,"female",40,"white/non-hisp","HS","$10,000 to $14,999","antiest","radchange","demsatis","ampride","trustgov","OH",11,2,2,3,"11/20/2024 16:17"
5525,"brkn",6,1,2,1,6,6,6,"Independence","Government restrictions on women's bodies. Not allowing space for everyone to access the same resources. The prison pipelines. forced slavery will incarcerated",0,"Independence","Freedom","Manifest destiny","Freedom of speech","Guns",7,7,4,6,"vote","harris",NA,3,2,1,"female",34,"black/non-hisp","masters","$75,000 to $84,999","trustgov","ampride","radchange","antiest","demsatis","CA",14,1,4,9,"11/19/2024 15:23"
5527,"kept",4.5,1,1,1,5,7,5.5,"Democracy","It is not living up true democracy.  There is too much racism in this country.  The Electoral College keeps us from democratic elections.",0,"Democracy","Freedom","Check and Balance","Separation of church and state","Fairness",1,5,5,7,"vote","harris",NA,1,1,1,"female",79,"white/non-hisp","masters","$50,000 to $59,999","demsatis","radchange","trustgov","antiest","ampride","PA",5,5,1,2,"11/22/2024 9:41"
5530,"brkn",4.75,4,3,4,6,5,5.25,"Loyalty","Politicians do not listen to their constituents, do not do work for the people. They are only for themselves",0,"Loyalty","Honesty","Faith","Hardwork","Compassion",6,5,6,2,"vote","trump",NA,6,5,3,"male",18,"white/non-hisp","less HS","$35,000 to $39,999","antiest","trustgov","radchange","ampride","demsatis","AL",1,1,3,6,"11/21/2024 21:32"
5544,"ctrl",5.25,4,2,1,5,6,5.41666666666667,"Freedom of speech","The right of the people to express themselves freely without government interference. Subject to the laws against libel, incitement to violence or rebellion.",0,"Freedom of speech","Right to bare arms","Freedom of expression","Free will","Justice",6,5,6,4,"vote","trump",NA,4,3,3,"male",36,"white/non-hisp","some coll","$40,000 to $49,999","radchange","trustgov","antiest","demsatis","ampride","KY",1,1,3,6,"11/25/2024 4:17"
5546,"ctrl",6.25,2,1,2,6,7,6.41666666666667,"Justice","That all people are created equal and treated fairly under the law. That all people are judged by the content of their character and not by the color of their skin or the balance of their bank account. That they receive proper representation regardless if they can afford it or not.",0,"Honesty","Compassion","Eqality","Justice","Freedom",7,6,6,6,"vote","harris",NA,1,1,2,"male",72,"other/non-hisp","bachelors","$50,000 to $59,999","demsatis","antiest","ampride","trustgov","radchange","CO",2,5,4,8,"11/21/2024 18:21"
5559,"kept",6.75,3,4,2,7,4,5.91666666666667,"Justice","It’s not really. Financial & racial injustice, injustice against woman and lgbtq folks is rampant in todays society and likely to worsen",0,"Independence","Freedom","Liberty","Truth","Justice",7,7,7,6,"vote","harris",NA,3,2,2,"male",41,"hisp","some coll","$75,000 to $84,999","demsatis","antiest","ampride","radchange","trustgov","CA",10,1,4,9,"11/19/2024 19:51"
5561,"ctrl",3.75,3,6,5,4,2,3.25,"equality","Equal rights are very important and it makes it so you can’t be discriminated against for being different, looking different, or acting different from what some people expect. for you to act or look.",0,"freedom of speech","right to bare arms","equality","values","american dream",4,3,3,5,"no vote",NA,NA,2,1,2,"male",18,"hisp","less HS","$5,000 to $9,999","trustgov","antiest","demsatis","radchange","ampride","WI",11,5,2,3,"11/19/2024 23:40"
5572,"kept",6.25,1,1,1,7,7,6.75,"Freedom","The problem is that our freedom is being systematically taken from us in order to keep us in line in case we decide to rise up and take control.",0,"Freedom","Security","Liberty","Opportunity","Decency",7,7,4,7,"no vote",NA,NA,4,3,3,"male",58,"white/non-hisp","some coll","$15,000 to $19,999","antiest","ampride","radchange","demsatis","trustgov","ME",11,6,1,1,"11/24/2024 19:30"
5576,"brkn",4.75,5,1,7,4,7,5.25,"All humans created equal","People in USA have equal freedom. Freedom to expresse opinion about what is going on in the government for example...most countries in the world no freedom like this",0,"All humans created equal","Freedom of speech","Freedom to make individual choices","Freedom to self defend","Freedom to protest government if they dont do their job right",4,4,4,7,"no vote",NA,NA,4,3,3,"female",34,"black/non-hisp","HS","$15,000 to $19,999","antiest","ampride","radchange","demsatis","trustgov","TN",6,1,3,6,"11/20/2024 6:14"
5581,"brkn",4.5,5,1,1,7,7,6.16666666666667,"Freedom","Censorship by the Biden administration, democrats waging lawfare on their political opponents, not have a democrat primary for president",0,"Freedom","Liberty","Pursuit of happiness","Fiscal responsibility","Safety",1,5,5,7,"vote","trump",NA,6,5,3,"female",51,"white/non-hisp","bachelors","$150,000 to $174,999","trustgov","demsatis","radchange","ampride","antiest","NY",1,1,1,2,"11/22/2024 14:10"
5584,"kept",5.25,2,2,1,7,6,6.08333333333333,"Liberty","Americans are adamant about their right to free speech. Moreover, we promise people have the ability to go on and do whatever they want it life. Finally, we encourage people to freely be the best versions of themselves without judgement.",0,"Liberty","Entrepreneurship","Science","Progress","Hegemony",5,7,2,7,"vote","harris",NA,3,2,2,"male",21,"hisp","some coll","$35,000 to $39,999","radchange","trustgov","demsatis","antiest","ampride","CO",10,1,4,8,"11/22/2024 10:38"
5591,"brkn",4,3,5,3,5,3,4,"Freedom","We are able to make fun of our leaders without any persecution. We are able to speak our mind with little consequence.",0,"Freedom","Opportunity","Innovation","Wealth","Land",5,4,4,3,"no vote",NA,NA,3,2,3,"male",30,"asian/non-hisp","bachelors","$85,000 to $99,999","antiest","trustgov","radchange","ampride","demsatis","IL",10,1,2,3,"11/20/2024 16:29"
5598,"kept",4.75,2,5,2,3,3,3.58333333333333,"Pursuit of happiness","Equal opportunity to pursue education and work to fulfill goals and economic stability. Being a civic minded person can enrich a person's life in America through education.",0,"Pursuit of happiness","Life","Liberty","Democratic society","Take up arms",6,3,5,5,"vote","harris",NA,2,1,3,"female",45,"asian/non-hisp","some coll","$100,000 to $124,999","trustgov","demsatis","radchange","antiest","ampride","NY",12,1,1,2,"11/19/2024 18:00"
5604,"kept",4.5,3,5,4,7,3,4.83333333333333,"Justice","The us is living up to its promise of justice by making sure things stay equal for everyone and keeli",0,"Freedom","Justice","Change","Diversity","Equality",4,5,5,4,"vote","harris",NA,1,1,1,"female",26,"hisp","some coll","$30,000 to $34,999","radchange","trustgov","ampride","demsatis","antiest","CA",9,1,4,9,"11/19/2024 15:05"
5605,"kept",6,5,4,1,6,4,5.33333333333333,"Protect for liberty the government","Don’t allow government to over step there boundaries. Limited powers to the government.  To have fair elections and no cheating   The bill if rights was created so the government doesn’t over step their boundaries",0,"Protect for liberty the government","Rules of law","Protection of state from government","Management of state and government","Checks and balances",6,6,6,6,"no vote",NA,NA,5,4,4,"male",29,"white/non-hisp","some coll","$200,000 or more","trustgov","antiest","radchange","ampride","demsatis","LA",2,1,3,7,"11/19/2024 17:49"
5617,"kept",4.75,5,2,6,6,6,5.58333333333333,"freedom","I think freedom of speech is very important. I believe in the freedom of starting a business.I also think that the freedom of the second amendment is crucial.",0,"freedom","happiness","integrity","hope","honesty",5,5,5,4,"vote","trump",NA,6,5,4,"male",59,"white/non-hisp","some coll","$150,000 to $174,999","radchange","ampride","demsatis","trustgov","antiest","GA",12,5,3,5,"11/20/2024 7:16"
5632,"ctrl",4.5,4,3,5,5,5,4.83333333333333,"liberty","the right to be free, freedom. without freedom what's the point? Freedom is the reason the founding fathers left Britain in the first place.",0,"liberty","justice","democracy","equality","determination",4,5,5,4,"vote","trump",NA,4,3,3,"male",34,"white/non-hisp","bachelors","$85,000 to $99,999","antiest","demsatis","ampride","radchange","trustgov","UT",3,1,4,8,"11/20/2024 9:06"
5636,"brkn",5.25,4,4,3,5,4,4.75,"Freedom","Data collection by companies that scammers can use. Fraud by identity theft. Inequality of on foot travel.",0,"Freedom","Justice","Equality","Respect","Growth",5,5,5,6,"vote","harris",NA,3,2,2,"female",31,"hisp","bachelors","$100,000 to $124,999","demsatis","antiest","radchange","trustgov","ampride","CA",2,2,4,9,"11/23/2024 17:21"
5639,"kept",6.75,2,2,1,6,6,6.25,"Upward Mobility","Most people who come to this country have a better life when coming from a third-world country. Wages are higher than in a third world country.",0,"Freedom","Freedom of Religion","Freedom of Speech","Bear Arms","Upward Mobility",7,7,7,6,"vote","harris",NA,3,2,2,"male",25,"black/non-hisp","bachelors","$85,000 to $99,999","demsatis","antiest","trustgov","ampride","radchange","NC",12,1,3,5,"11/29/2024 12:19"
5647,"kept",4.25,4,4,3,5,4,4.41666666666667,"Freedom to be who you want to be","The ability to speak freely, bear arms, equal rights for all. The rights for everyone to have freedom of religion",0,"Freedom of speech","Freedom of religion","Freedom to be who you want to be","Right to assemble","Peaceful protest",3,5,5,4,"vote","harris",NA,2,1,2,"female",52,"white/non-hisp","bachelors","$175,000 to $199,999","ampride","antiest","trustgov","radchange","demsatis","OR",11,2,4,9,"11/23/2024 9:46"
5649,"brkn",4.75,5,5,6,4,3,3.91666666666667,"Right to be judged by peers.","Well you see the rich people have better odds like in most things. Sorry I totally misunderstood what was asked about values.",0,"Freedom of speech.","Freedom of religion.","Right to gather","Right to be judged by peers.","Right to vote.",6,5,5,3,"no vote",NA,NA,2,1,2,"male",33,"white/non-hisp","HS","$20,000 to $24,999","demsatis","antiest","radchange","ampride","trustgov","ID",9,1,4,8,"11/21/2024 11:25"
5650,"brkn",4.75,2,3,2,5,5,4.91666666666667,"Liberty","Government is getting involved in women’s’ reproductive freedom and taking away their right to do what they want with their bodies.",0,"Freedom","Liberty","No religion","Prosperity","Democracy",6,5,4,4,"vote","harris",NA,3,2,1,"male",49,"white/non-hisp","masters","$125,000 to $149,999","ampride","demsatis","trustgov","antiest","radchange","IL",10,1,2,3,"11/21/2024 19:48"
5659,"ctrl",4.75,4,4,4,5,4,4.58333333333333,"Equal treatment","Equal treatment no matter race religion gender etc. Everyone has fair shot and treated equall. Appreciation of each other",0,"Equal treatment","Religious freedom","Free speech","Family values","Honestly",4,5,5,5,"vote",NA,NA,6,5,4,"female",50,"white/non-hisp","masters","$150,000 to $174,999","demsatis","antiest","ampride","trustgov","radchange","GA",1,1,3,5,"11/25/2024 23:13"
5662,"ctrl",5,4,4,3,5,4,4.66666666666667,"Independence","Being free of the control of other person, country or entity. Freedom from outside control or support.",0,"Independence","Liberty","Equality","Freedom","Unity",5,5,5,5,"vote","trump",NA,6,5,3,"female",53,"hisp","HS","$85,000 to $99,999","antiest","radchange","ampride","trustgov","demsatis","CA",2,1,4,9,"11/21/2024 18:42"
5663,"kept",5.75,2,2,3,5,6,5.58333333333333,"Freedom","We continue to express our thoughts and opinions without restriction. We are allowed to disagree and push for laws and policies we want put in place.",0,"Freedom","Independence","Hard work","Entrepreneurship","Excess",6,6,6,5,"vote","harris",NA,1,1,2,"female",33,"asian/non-hisp","masters","$125,000 to $149,999","demsatis","trustgov","antiest","radchange","ampride","CA",11,1,4,9,"11/20/2024 21:59"
5664,"kept",3.75,2,4,2,5,4,4.25,"democratic government","At the moment I think its failing. gerrymandering and voter suppression are rampant. The country seems tomhave elected a wanna be dictator",0,"self rule","individual freedom","religious freedom","free to advance","democratic government",5,3,3,4,"vote","harris",NA,1,1,1,"male",75,"white/non-hisp","some coll","$85,000 to $99,999","ampride","antiest","trustgov","radchange","demsatis","FL",9,5,3,5,"11/19/2024 18:25"
5666,"ctrl",5.25,4,2,3,7,6,6.08333333333333,"Independence","Independence is the quality or state of being independent. The state of being free of control or entity. Freedom of outside control or support.",0,"Freedom","Liberty","Equality","Encouragement","Independence",4,5,5,7,"no vote",NA,NA,1,1,1,"male",55,"asian/non-hisp","HS","$85,000 to $99,999","radchange","antiest","trustgov","ampride","demsatis","CA",7,1,4,9,"11/27/2024 4:12"
5671,"ctrl",6,3,3,3,3,5,4.66666666666667,"Truth","Trustworthiness, fairness, believe in what’s good for all people and the country they are serving. To be transparent and not lie.",0,"Truth","Honor","Love for country","Fairness","Empathy",7,6,6,5,"vote","harris",NA,2,1,3,"female",74,"white/non-hisp","some coll","$50,000 to $59,999","trustgov","ampride","radchange","antiest","demsatis","RI",12,5,1,1,"11/20/2024 8:55"
5686,"ctrl",7,1,1,2,6,7,6.66666666666667,"Equality","The ability for everyone to be treated the same under the law without discrimination. Equality is not equity, but makes sure that everyone has the same opportunities",0,"Freedom","Equality","Opportunity","Justice","Fairness",7,7,7,7,"vote","harris",NA,2,1,1,"male",32,"white/non-hisp","bachelors","$100,000 to $124,999","demsatis","radchange","ampride","trustgov","antiest","IL",2,4,2,3,"11/19/2024 18:06"
5687,"brkn",4.25,5,4,6,5,4,4.41666666666667,"Speech freedom","The collusion of government  and media to block freedom of speech and indoctrinate the public with false ideas.",0,"Speech freedom","Religious freedom","Press freedom","Speedy trials","Right to bear arms",6,4,5,2,"vote","trump",NA,5,4,5,"female",70,"white/non-hisp","HS","$30,000 to $34,999","antiest","trustgov","demsatis","radchange","ampride","NY",1,2,1,2,"11/19/2024 18:51"
5690,"ctrl",3.5,3,4,4,2,4,3.16666666666667,"Freedom from tyranny","Freedom from royalty or government oppression. Freedom from terrorism. Freedom to practice religion free of penalty.",0,"Freedom from tyranny","Democracy","Moving with integrity","Inclusion","Ally-ship",5,2,5,2,"vote","harris",NA,2,1,3,"female",50,"black/non-hisp","masters","$125,000 to $149,999","trustgov","antiest","ampride","demsatis","radchange","CO",12,1,4,8,"11/19/2024 21:47"
5696,"ctrl",7,2,2,3,7,6,6.66666666666667,"Honesty","Doing what you say and saying what you do. If you cannot publically announce why you made decisions, then you made them wrong.",0,"Honesty","Integrity","Transparency","Effectivness","Adaptability",7,7,7,7,"vote","harris",NA,3,2,1,"female",19,"multi/non-hisp","HS","$40,000 to $49,999","demsatis","ampride","trustgov","radchange","antiest","SC",11,7,3,5,"11/28/2024 19:50"
5708,"ctrl",3.25,5,3,2,7,5,5.08333333333333,"limited government","Limited Government means having limited involvment in our everyday lives and our businesses. Fewer laws that restrict what peope can and cannot do.",0,"freedom of speech","right to bear arms","freedom of religion","limited government","equal rights",1,2,5,5,"vote","trump",NA,6,5,3,"female",46,"white/non-hisp","some coll","$75,000 to $84,999","trustgov","ampride","radchange","antiest","demsatis","GA",11,1,3,5,"11/19/2024 18:28"
5716,"brkn",5.75,4,1,3,7,7,6.58333333333333,"Liberty","Governments are taking away choices and freedoms yet telling us that it's for our and our children's own good. Censorship is not for our own good",0,"Life","Liberty","Pursuit of happiness","Equality","Freedom",4,7,5,7,"vote","harris",NA,4,3,3,"female",50,"black/non-hisp","HS","$40,000 to $49,999","antiest","ampride","demsatis","trustgov","radchange","FL",12,1,3,5,"11/20/2024 13:03"
5718,"ctrl",5,3,2,4,4,6,5,"Individualism","Americans should be independent and responsible for their own lives and be self-sufficient. They should not rely on others to provide for them with no effort from one's self.",0,"Individualism","Equality","Progress","Diversity","Liberty",5,5,5,5,"vote","trump",NA,5,4,3,"female",42,"white/non-hisp","some coll","$30,000 to $34,999","antiest","radchange","demsatis","ampride","trustgov","GA",12,1,3,5,"11/27/2024 12:18"
5719,"brkn",7,1,1,1,7,7,7,"Corruption","Our country is a damn shame an horrible place to live on and we are just all slaves that work for evil people, our country is just courpt",0,"Evil","Fraud","Corruption","Scam","Dishonest",7,7,7,7,"vote","trump",NA,6,5,3,"female",33,"hisp","some coll","$5,000 to $9,999","radchange","demsatis","ampride","trustgov","antiest","MN",2,1,2,4,"11/19/2024 21:31"
5721,"brkn",4,5,4,5,4,4,4,"freedom","freedom is for the legal american citizens, not for people that come to the U.S illegally. Our borders need to be protected for the safety of all legal U.S citizens. Lately it seems the illegal immigrants benifiting more than some of the legal U.S. citizens.",0,"freedom","democracy","Equality","Achievement","competition free enterprise",4,4,4,4,"vote","trump",NA,5,4,3,"male",66,"asian/non-hisp","some coll","$175,000 to $199,999","trustgov","demsatis","ampride","antiest","radchange","CA",11,5,4,9,"11/27/2024 20:25"
5733,"brkn",4,3,3,4,4,5,4.33333333333333,"Health care","Who cares if one more light goes out in sky of a million stars. I do I do. Who cares if random sin go lyrics",0,"Awesomness","Health care","Freedom","Values","Stuff",4,4,4,4,"no vote",NA,NA,4,3,3,"male",37,"white/non-hisp","some coll","$25,000 to $29,999","demsatis","antiest","ampride","radchange","trustgov","TX",9,3,3,7,"11/20/2024 8:40"
5735,"kept",3.75,3,2,3,5,6,4.91666666666667,"Showing humanity to others","It shows humanity through social services it provides, being willing to shelter those who come to the US from unsafe countries/conditions, and by standing by the constitution.",0,"Freedom","Being ethical","Showing humanity to others","Being honest","Being helpful",6,5,2,2,"vote","harris",NA,3,2,1,"female",47,"white/non-hisp","masters","$75,000 to $84,999","antiest","radchange","demsatis","trustgov","ampride","GA",9,5,3,5,"11/28/2024 23:27"
